effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),819.758,15.683,52.27,103.848,0
fixed,NA,X_i,39.173,24.791,1.58,49.606,0.12
ran_pars,subj_id,sd__(Intercept),97.478,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.328,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.887,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.442,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.146,NA,NA,NA,NA
fixed,NA,(Intercept),797.632,16.165,49.344,110.969,0
fixed,NA,X_i,69.452,25.065,2.771,51.812,0.008
ran_pars,subj_id,sd__(Intercept),105.087,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.213,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.79,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.587,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.051,NA,NA,NA,NA
fixed,NA,(Intercept),795.763,13.54,58.77,120.079,0
fixed,NA,X_i,40.573,20.132,2.015,54.943,0.049
ran_pars,subj_id,sd__(Intercept),94.464,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.267,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,53.711,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.633,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.411,NA,NA,NA,NA
fixed,NA,(Intercept),806.635,14.108,57.174,103.356,0
fixed,NA,X_i,82.299,22.682,3.628,52.941,0.001
ran_pars,subj_id,sd__(Intercept),87.745,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.339,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.263,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.513,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.095,NA,NA,NA,NA
fixed,NA,(Intercept),801.81,14.358,55.845,103.468,0
fixed,NA,X_i,11.521,22.682,0.508,49.636,0.614
ran_pars,subj_id,sd__(Intercept),89.383,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.117,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.724,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.788,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.067,NA,NA,NA,NA
fixed,NA,(Intercept),775.261,14.727,52.642,118.827,0
fixed,NA,X_i,56.237,21.906,2.567,52.665,0.013
ran_pars,subj_id,sd__(Intercept),101.382,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.458,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.46,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.743,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.335,NA,NA,NA,NA
fixed,NA,(Intercept),792.662,15.224,52.068,109.651,0
fixed,NA,X_i,41.158,23.649,1.74,51.369,0.088
ran_pars,subj_id,sd__(Intercept),98.427,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.589,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.466,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.675,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.963,NA,NA,NA,NA
fixed,NA,(Intercept),811.286,14.321,56.65,120.389,0
fixed,NA,X_i,20.198,20.664,0.977,48.673,0.333
ran_pars,subj_id,sd__(Intercept),99.631,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.142,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,19.207,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.965,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.064,NA,NA,NA,NA
fixed,NA,(Intercept),773.933,16.872,45.871,110.012,0
fixed,NA,X_i,24.274,26,0.934,49.524,0.355
ran_pars,subj_id,sd__(Intercept),108.832,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.19,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.361,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.509,NA,NA,NA,NA
fixed,NA,(Intercept),786.66,14.744,53.354,123.952,0
fixed,NA,X_i,33.362,21.153,1.577,51.603,0.121
ran_pars,subj_id,sd__(Intercept),104.809,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.5,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.563,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.542,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.197,NA,NA,NA,NA
fixed,NA,(Intercept),777.521,12.321,63.106,122.632,0
fixed,NA,X_i,16.095,17.373,0.926,50.303,0.359
ran_pars,subj_id,sd__(Intercept),88.571,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.614,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,28.986,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),57.089,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.169,NA,NA,NA,NA
fixed,NA,(Intercept),782.102,16.244,48.146,115.261,0
fixed,NA,X_i,74.042,24.49,3.023,50.508,0.004
ran_pars,subj_id,sd__(Intercept),108.603,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.139,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.078,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.018,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.129,NA,NA,NA,NA
fixed,NA,(Intercept),806.631,14.031,57.49,107.577,0
fixed,NA,X_i,38.488,21.993,1.75,51.814,0.086
ran_pars,subj_id,sd__(Intercept),89.905,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.525,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.208,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.489,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.29,NA,NA,NA,NA
fixed,NA,(Intercept),790.524,14.359,55.056,131.91,0
fixed,NA,X_i,35.643,19.053,1.871,51.056,0.067
ran_pars,subj_id,sd__(Intercept),108.872,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.564,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.312,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.029,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.337,NA,NA,NA,NA
fixed,NA,(Intercept),781.339,14.924,52.355,95.813,0
fixed,NA,X_i,81.024,24.583,3.296,51.072,0.002
ran_pars,subj_id,sd__(Intercept),87.492,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.315,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.332,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.067,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.103,NA,NA,NA,NA
fixed,NA,(Intercept),810.778,16.892,47.998,111.064,0
fixed,NA,X_i,57.306,25.791,2.222,48.701,0.031
ran_pars,subj_id,sd__(Intercept),109.73,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.534,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,23.331,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.631,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.782,NA,NA,NA,NA
fixed,NA,(Intercept),814.582,15.403,52.885,111.264,0
fixed,NA,X_i,52.208,23.788,2.195,51.725,0.033
ran_pars,subj_id,sd__(Intercept),100.654,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.199,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.005,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.955,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.035,NA,NA,NA,NA
fixed,NA,(Intercept),792.539,16.648,47.605,102.267,0
fixed,NA,X_i,52.243,26.528,1.969,49.416,0.055
ran_pars,subj_id,sd__(Intercept),101.939,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.081,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.816,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.979,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.275,NA,NA,NA,NA
fixed,NA,(Intercept),786.323,16.516,47.609,118.974,0
fixed,NA,X_i,53.114,24.573,2.161,51.442,0.035
ran_pars,subj_id,sd__(Intercept),112.805,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.073,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.587,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.986,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.482,NA,NA,NA,NA
fixed,NA,(Intercept),777.562,16.147,48.156,103.646,0
fixed,NA,X_i,86.483,25.712,3.364,50.631,0.001
ran_pars,subj_id,sd__(Intercept),100.018,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.16,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.839,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.366,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.324,NA,NA,NA,NA
fixed,NA,(Intercept),836.845,15.561,53.78,122.636,0
fixed,NA,X_i,6.802,22.538,0.302,51.129,0.764
ran_pars,subj_id,sd__(Intercept),109.266,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.058,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.227,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.709,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.296,NA,NA,NA,NA
fixed,NA,(Intercept),828.886,15.304,54.16,113.246,0
fixed,NA,X_i,95.519,23.068,4.141,48.941,0
ran_pars,subj_id,sd__(Intercept),101.31,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.4,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,24.091,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.6,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.334,NA,NA,NA,NA
fixed,NA,(Intercept),813.154,16.232,50.097,108.65,0
fixed,NA,X_i,51.844,24.951,2.078,48.111,0.043
ran_pars,subj_id,sd__(Intercept),103.977,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.438,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,10.654,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.847,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.499,NA,NA,NA,NA
fixed,NA,(Intercept),828.144,14.41,57.469,118.584,0
fixed,NA,X_i,53.871,21.495,2.506,52.967,0.015
ran_pars,subj_id,sd__(Intercept),99.06,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.178,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.927,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.262,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.502,NA,NA,NA,NA
fixed,NA,(Intercept),787.562,15.476,50.888,110.154,0
fixed,NA,X_i,57.539,23.734,2.424,49.285,0.019
ran_pars,subj_id,sd__(Intercept),100.354,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.274,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,28.467,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.869,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.107,NA,NA,NA,NA
fixed,NA,(Intercept),782.936,15.447,50.685,117.502,0
fixed,NA,X_i,76.593,23.003,3.33,50.676,0.002
ran_pars,subj_id,sd__(Intercept),104.938,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.433,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.973,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.663,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.19,NA,NA,NA,NA
fixed,NA,(Intercept),810.081,13.895,58.299,111.212,0
fixed,NA,X_i,68.444,21.309,3.212,50.821,0.002
ran_pars,subj_id,sd__(Intercept),91.115,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.142,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.2,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.59,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.376,NA,NA,NA,NA
fixed,NA,(Intercept),808.582,14.354,56.333,110.439,0
fixed,NA,X_i,77.24,21.97,3.516,49.669,0.001
ran_pars,subj_id,sd__(Intercept),93.6,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.291,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.066,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.325,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.133,NA,NA,NA,NA
fixed,NA,(Intercept),799.038,15.01,53.233,99.041,0
fixed,NA,X_i,33.477,24.514,1.366,51.947,0.178
ran_pars,subj_id,sd__(Intercept),90.127,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.126,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.601,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.549,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.436,NA,NA,NA,NA
fixed,NA,(Intercept),798.519,14.914,53.541,119.378,0
fixed,NA,X_i,19.896,21.873,0.91,50.3,0.367
ran_pars,subj_id,sd__(Intercept),102.888,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.292,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.825,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.627,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.963,NA,NA,NA,NA
fixed,NA,(Intercept),783.211,15.616,50.154,113.407,0
fixed,NA,X_i,66.37,23.915,2.775,51.919,0.008
ran_pars,subj_id,sd__(Intercept),103.299,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.151,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.297,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.418,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.637,NA,NA,NA,NA
fixed,NA,(Intercept),818.76,14.871,55.056,119.828,0
fixed,NA,X_i,53.617,21.675,2.474,49.797,0.017
ran_pars,subj_id,sd__(Intercept),102.999,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.372,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.882,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.045,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.435,NA,NA,NA,NA
fixed,NA,(Intercept),787.929,15.417,51.107,104.563,0
fixed,NA,X_i,66.606,24.683,2.698,52.671,0.009
ran_pars,subj_id,sd__(Intercept),96.269,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.146,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.035,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.799,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.812,NA,NA,NA,NA
fixed,NA,(Intercept),809.528,15.963,50.712,113.529,0
fixed,NA,X_i,90.089,24.129,3.734,49.417,0
ran_pars,subj_id,sd__(Intercept),105.616,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.61,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.192,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.251,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.678,NA,NA,NA,NA
fixed,NA,(Intercept),785.15,16.587,47.335,99.349,0
fixed,NA,X_i,59.615,26.744,2.229,49.359,0.03
ran_pars,subj_id,sd__(Intercept),99.481,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.428,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.463,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.726,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.727,NA,NA,NA,NA
fixed,NA,(Intercept),795.359,14.239,55.859,113.37,0
fixed,NA,X_i,56.224,21.66,2.596,51.404,0.012
ran_pars,subj_id,sd__(Intercept),94.727,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.048,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.365,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.461,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.969,NA,NA,NA,NA
fixed,NA,(Intercept),775.447,14.653,52.921,110.56,0
fixed,NA,X_i,30.831,22.513,1.369,50.478,0.177
ran_pars,subj_id,sd__(Intercept),95.612,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.376,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.954,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.852,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.774,NA,NA,NA,NA
fixed,NA,(Intercept),800.297,14.728,54.34,124.08,0
fixed,NA,X_i,39.238,21.024,1.866,50.826,0.068
ran_pars,subj_id,sd__(Intercept),104.794,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.218,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.962,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.38,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.211,NA,NA,NA,NA
fixed,NA,(Intercept),788.671,15.643,50.417,110.322,0
fixed,NA,X_i,53.176,24.067,2.21,50.01,0.032
ran_pars,subj_id,sd__(Intercept),101.517,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.079,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.558,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.72,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.008,NA,NA,NA,NA
fixed,NA,(Intercept),807.475,14.513,55.638,123.664,0
fixed,NA,X_i,42.36,21.056,2.012,53.604,0.049
ran_pars,subj_id,sd__(Intercept),103.063,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.168,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,50.737,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.452,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.168,NA,NA,NA,NA
fixed,NA,(Intercept),818.66,16.169,50.632,114.033,0
fixed,NA,X_i,16.276,24.537,0.663,50.551,0.51
ran_pars,subj_id,sd__(Intercept),107.241,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.292,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.413,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.211,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.332,NA,NA,NA,NA
fixed,NA,(Intercept),789.309,15.231,51.822,108.72,0
fixed,NA,X_i,65.563,23.673,2.769,50.723,0.008
ran_pars,subj_id,sd__(Intercept),97.958,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.237,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.389,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.953,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.198,NA,NA,NA,NA
fixed,NA,(Intercept),805.313,15.324,52.553,114.614,0
fixed,NA,X_i,66.666,23.255,2.867,51.349,0.006
ran_pars,subj_id,sd__(Intercept),102.168,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.362,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.67,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.371,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.82,NA,NA,NA,NA
fixed,NA,(Intercept),792.909,14.566,54.436,106.334,0
fixed,NA,X_i,19.152,22.828,0.839,50.311,0.405
ran_pars,subj_id,sd__(Intercept),92.274,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.015,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.121,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.221,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.003,NA,NA,NA,NA
fixed,NA,(Intercept),823.994,13.079,63.002,118.433,0
fixed,NA,X_i,91.247,19.283,4.732,51.855,0
ran_pars,subj_id,sd__(Intercept),90.56,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.096,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.563,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.657,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.049,NA,NA,NA,NA
fixed,NA,(Intercept),802.49,15.269,52.556,117.511,0
fixed,NA,X_i,75.99,22.856,3.325,51.887,0.002
ran_pars,subj_id,sd__(Intercept),103.868,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.34,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.201,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.569,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.036,NA,NA,NA,NA
fixed,NA,(Intercept),809.079,15.398,52.545,122.166,0
fixed,NA,X_i,52.797,22.266,2.371,50.218,0.022
ran_pars,subj_id,sd__(Intercept),107.779,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.088,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.711,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.179,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.645,NA,NA,NA,NA
fixed,NA,(Intercept),808.81,14.667,55.146,119.35,0
fixed,NA,X_i,25.83,21.536,1.199,50.557,0.236
ran_pars,subj_id,sd__(Intercept),101.194,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.038,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.029,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.37,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.498,NA,NA,NA,NA
fixed,NA,(Intercept),814.037,13.94,58.396,123.357,0
fixed,NA,X_i,21.881,19.981,1.095,51.419,0.279
ran_pars,subj_id,sd__(Intercept),99.107,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.095,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.54,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),66.416,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.501,NA,NA,NA,NA
fixed,NA,(Intercept),787.181,15.613,50.418,102.062,0
fixed,NA,X_i,27.902,24.927,1.119,49.961,0.268
ran_pars,subj_id,sd__(Intercept),95.771,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.377,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.276,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.853,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.644,NA,NA,NA,NA
fixed,NA,(Intercept),792.617,14.99,52.877,121.695,0
fixed,NA,X_i,78.584,21.92,3.585,52.15,0.001
ran_pars,subj_id,sd__(Intercept),104.792,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.073,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45.794,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.143,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.505,NA,NA,NA,NA
fixed,NA,(Intercept),773.525,14.152,54.658,131.99,0
fixed,NA,X_i,65.439,18.835,3.474,51.579,0.001
ran_pars,subj_id,sd__(Intercept),107.282,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.038,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.435,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),62.18,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.227,NA,NA,NA,NA
fixed,NA,(Intercept),808.153,14.047,57.532,117.121,0
fixed,NA,X_i,33.133,20.802,1.593,50.212,0.117
ran_pars,subj_id,sd__(Intercept),95.818,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.031,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.703,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.847,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.157,NA,NA,NA,NA
fixed,NA,(Intercept),792.321,15.9,49.832,104.38,0
fixed,NA,X_i,69.675,25.08,2.778,49.543,0.008
ran_pars,subj_id,sd__(Intercept),99.105,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.016,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.612,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.554,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.469,NA,NA,NA,NA
fixed,NA,(Intercept),820.728,16.12,50.914,102.947,0
fixed,NA,X_i,46.543,25.582,1.819,49.393,0.075
ran_pars,subj_id,sd__(Intercept),99.365,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.045,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.577,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.499,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.96,NA,NA,NA,NA
fixed,NA,(Intercept),813.936,14.176,57.415,114.616,0
fixed,NA,X_i,69.136,21.121,3.273,48.751,0.002
ran_pars,subj_id,sd__(Intercept),95.133,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.235,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,20.514,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.562,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.583,NA,NA,NA,NA
fixed,NA,(Intercept),776.785,16.412,47.331,134.262,0
fixed,NA,X_i,53.059,21.631,2.453,50.515,0.018
ran_pars,subj_id,sd__(Intercept),124.736,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.229,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.931,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.673,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.556,NA,NA,NA,NA
fixed,NA,(Intercept),802.236,12.625,63.545,119.494,0
fixed,NA,X_i,40.584,18.369,2.209,51.178,0.032
ran_pars,subj_id,sd__(Intercept),88.347,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.163,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.783,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),60.559,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.805,NA,NA,NA,NA
fixed,NA,(Intercept),781.773,15.919,49.109,103.997,0
